id,branch_name,full_address,city
457,"CoopXtra Linh Trung
HCM","Tầng trệt CoopXtra Thủ Đức, số
934 Quốc lộ 1A P.Linh Trung
TP.Thủ Đức",TP.HCM
458,Panorama Nha Trang,"Căn Thương mại và Dịch vụ số
B01-06, tầng 1, Tháp B, Tòa nhà
Panorama Nha Trang, số 2 Nguyễn
Thị Minh Khai P.Lộc Thọ TP.Nha
Trang",Khánh Hòa
459,"Intracom Dong Anh
HN","Tầng 1, Tòa nhà Intracom
Riverside Cầu Nhật Tân X.Vĩnh
Ngọc H.Đông Anh",Hà Nội
460,Mega Thang Long,"236 Phạm Văn Đồng P.Cổ Nhuế 1
Q.Bắc Từ Liêm",Hà Nội
461,CIC Luxury Lao Cai,"Thửa đất số 254 và thửa đất số
255, tờ bản đồ số P19-21 Hoàng
Liên và Lê Qúy Đôn P.Cốc Lếu
TP.Lào Cai",Lào Cai
462,Menas Mall HCM,"Lô YFV, tầng 5, Khu ẩm thực
YUM FOOD VILLAGE, tòa nhà
Menas Mall Saigon Airport, 60A
Trường Sơn P.2 Q.Tân Bình",TP.HCM
463,"Sonadezi Tower Dong
Nai","Tầng G, Cao Ốc Sonadezi, Số 1
Đường 1, KCN Biên Hòa 1 P.An
Bình TP.Biên Hòa",Đồng Nai
464,Le Loi Thai Binh,"Thửa đất số 349, tờ bản đồ số 9, tại
tổ 2, số 29 Lê Lợi P.Lê Hồng
Phong TP.Thái Bình",Thái Bình
465,972 Dong Khoi BH,"972 Đồng Khởi, khu phố 2 P.Trảng
Dài TP.Biên Hòa",Đồng Nai
466,Golf Valley Da Lat,"Khách sạn Golf Valley, số 94 Bùi
Thị Xuân P.2 TP.Đà Lạt",Lâm Đồng
467,"East Gate Apartment
BD","Sàn TM tầng 1, Tòa nhà chung cư
Metro Tower, số 43 Tân Lập
P.Đông Hòa TP.Dĩ An",Bình Dương
468,Lancaster Ha Noi,"Tòa Lancaster Luminaire, 1152-
1154 đường Láng P.Láng Thượng
Q.Đống Đa",Hà Nội
469,Ngo Quyen Vinh Yen,"Số 125 Ngô Quyền P.Đống Đa
TP.Vĩnh Yên",Vĩnh Phúc
470,Quoc Lo 13 HCM,"131A-133-135 Quốc Lộ 13, Khu
phố 1 P.Hiệp Bình Chánh TP.Thủ
Đức",TP.HCM
471,"Nguyen Trung Tin
Quy Nhon","22 Nguyễn Trung Tín P.Nguyễn
Văn Cừ TP.Quy Nhơn",Bình Định
472,CMT8 Tay Ninh,"449 Cách Mạng Tháng Tám, Kp1
P.3 TP.Tây Ninh",Tây Ninh
473,Ben Van Don HCM,183 Bến Vân Đồn P.6 Q.4,TP.HCM
474,30 Thang 4 Phu Quoc,"52A 30 tháng 4, tổ 5, KP1
P.Dương Đông TP.Phú Quốc",Kiên Giang
475,"CVPM Quang Trung
HCM","Tòa nhà QTSC Building 1 14, lô số
34 công viên phầm mềm Quang
Trung P.Tân Chánh Hiệp Q.12",TP.HCM
476,XVNT Da Nang,"Lô 190-191 KDC Tây Nam Hòa
Cường Xô Viết Nghệ Tĩnh P.Hòa
Cường Nam Q.Hải Châu",Đà Nẵng
477,Phu Bai Airport 2,"DD2-6A Cảng hàng không quốc tế
Phú Bài P.Phú Bài TX.Hương
Thủy",Thừa Thiên Huế
478,Nguyen Lam HN,"41 Nguyễn Lâm P.Phúc Đồng
Q.Long Biên",Hà Nội
479,Ba Trieu Thanh Hoa,"151 Bà Triệu P.Đông Thọ
TP.Thanh Hóa",Thanh Hóa
480,"Vinhomes Grand Park
2 HCM","S5.01 VH Grand Park Nguyễn
Xiển P.Long Thạnh Mỹ TP.Thủ
Đức",TP.HCM
481,Thoai Ngoc Hau HCM,"124D-124E Thoại Ngọc Hầu P.Phú
Thọ Hòa Q.Tân Phú",TP.HCM
482,BV Nhi Dong HCM,"Bệnh viện Nhi Đồng HCM, số 15
Đường Võ Trần Chí, ấp 1 X.Tân
Kiên H.Bình Chánh",TP.HCM
483,"Hung Vuong Long
Khanh DNI","239 Hùng Vương P.Xuân Hòa
TP.Long Khánh",Đồng Nai
484,"Cuong Ngo Thanh Tri
HN","Thửa đất số 40, tờ bản đồ số 10
Thôn Cương Ngô X.Tứ Hiệp
H.Thanh Trì",Hà Nội
485,Bai Bien Sam Son TH,"Thửa đất số 20, tờ bản đồ số 48
Kp.Bắc Kỳ P.Trung Sơn TP.Sầm
Sơn",Thanh Hóa
486,Nga 5 Cat Bi HP,"Thửa 03 Lô 22B KĐT mới Ngã
Năm Sân bay Cát Bì P.Đông Khê
Q.Ngô Quyền",Hải Phòng
487,Apec Mandala HD,"Toà Apec Mandala Hải Dương Lê
Thanh Nghị P.Hải Tân TP.Hải
Dương",Hải Dương
488,Vinaconex 3 HN,"48, ngõ 15 An Dương Vương
P.Phú Thượng Q.Tây Hồ",Hà Nội
489,An Duong Vuong HN,"Tang 1 Toa 17T1 - CT2,
Vinaconex 3 KĐT Trung Văn
P.Mễ Trì Q.Nam Từ Liêm",Hà Nội
490,27 Dai Lo Binh Duong,"27/2 Đại Lộ Bình Dương P.Thuận
Giao TP.Thuận An",Bình Dương
491,"GS1 Dong Hoa Di An
BDG","86 Đường GS1 P.Đông Hòa TP.Dĩ
An",Bình Dương
492,"Tet Mau Than My Tho
TG","106/5A Tết Mậu Thân P.4 TP.Mỹ
Tho",Tiền Giang
493,"Nguyen Trung Truc
Phu Quoc","122 Nguyễn Trung Trực P.Dương
Đông TP.Phú Quốc",Kiên Giang
494,"Dien Bien Phu Ba Ria
VT","235 Điện Biên Phủ P.Phước
Nguyên TP.Bà Rịa","Bà Rịa - Vũng
Tàu"
495,"Hoa Lu Quy Nhon
BDH","111-111A Hoa Lư P.Đống Đa
TP.Quy Nhơn",Bình Định
496,Tran Phu Rach Gia,"173 Trần Phú P.Vĩnh Thanh
TP.Rạch Giá",Kiên Giang
497,Le Van Quoi HCM,"366 Lê Văn Quới P.Bình Hưng
Hòa A Q.Bình Tân",TP.HCM
498,TSN Airport-K1 HCM,"Vị trí ID257D Khu vực làm thủ tục
đảo K-L, Cảng Hàng Không Quốc
Tế Tân Sơn Nhất, số 45 Trường
Sơn P.2 Q.Tân Bình",TP.HCM
499,TSN Airport-K2 HCM,"Vị trí ID304-c Khu cách ly lầu 3
quốc tế đi (3.4.19), Cảng Hàng
Không Quốc Tế Tân Sơn Nhất, số
45 Trường Sơn P.2 Q.Tân Bình",TP.HCM
500,TSN Airport-K3 HCM,"Vị trí ID229B Khu cách ly quốc tế
đi gate 22-25, Cảng Hàng Không
Quốc Tế Tân Sơn Nhất, số 45
Trường Sơn, P.2 Q.Tân Bình",TP.HCM
501,TSN Airport-K4 HCM,"Vị trí ID306-a Khu vực lầu 3 sảnh
quốc tế đi, Cảng Hàng Không
Quốc Tế Tân Sơn Nhất, số 45
Trường Sơn P.2 Q.Tân Bình",TP.HCM
502,Le Hoan Ha Nam,Lê Hoàn P.Minh Khai TP.Phủ Lý,Hà Nam
503,"SH16 VH Ocean Park
HN","SH16-130 Vinhomes Ocean Park
X.Đa Tốn H.Gia Lâm",Hà Nội
504,Chu Huy Man HN,"26 Nha N01B Đô thị mới Sài Đồng
P.Phúc Đồng Q.Long Biên",Hà Nội
505,"Lien Khuong Airport
LD","Tầng 1 Cảng hàng không liên
khương, Quốc Lộ 20 TT.Liên
Nghĩa H.Đức Trọng",Lâm Đồng
506,"Nguyen Van Tang
HCM","327 Nguyễn Văn Tăng P.Long
Thạnh Mỹ TP.Thủ Đức",TP.HCM
507,TSN Intl Airport HCM,"Vị trí IAG06B-1 Khu vực sảnh
quốc tế đến cánh trái, Cảng Hàng
Không Quốc Tế Tân Sơn Nhất, số
45 Trường Sơn P.2 Q.Tân Bình",TP.HCM
508,"Chung Cu Bo Cong An
HCM","83 Đường Số 3 P.An Khánh
TP.Thủ Đức",TP.HCM
509,"Hung Dao Vuong -
BH","112 Hưng Đạo Vương P.Thanh
Bình TP.Biên Hòa",Đồng Nai
510,Dinh Cong Ha Noi,"96 Định Công P.Phương Liệt
Q.Thanh Xuân",Hà Nội
511,"Phuong Dong Green
Park HN","SH-1B Phuong Dong Greenpark,
Số 1 Trần Thủ Độ P.Hoàng Liệt
Q.Hoàng Mai",Hà Nội
512,"Tran Hung Dao Nam
Dinh","539 Tran Hung Dao P.Lộc Vượng
TP.Nam Định",Nam Định
513,Vissai Hotel NB,"848 Tran Hung Dao P.Tân Thành
TP.Ninh Bình",Ninh Bình
514,Capital Place Ha Noi,"Kiosk CP.B1.Kiosk 07-08, Ham
B1 29 Lieu Giai P.Ngọc Khánh
Q.Ba Đình",Hà Nội
515,"Hud Urban Son Tay
HN","12 Lo KV 16B Hub Son Tay Khu
Do Thi Hub Son Tay P.Trung
Hưng TX.Sơn Tây",Hà Nội
516,Tan Thinh Hoa Binh,To 1A P.Tân Thịnh TP.Hòa Bình,Hòa Bình
517,"Ton Duc Thang Rach
Gia","Lô C17-47+48+49+50 Tốn Đức
Thắng P.Vĩnh Lạc TP.Rạch Giá",Kiên Giang
518,Ben Binh Dong HCM,343 Bến Bình Đông P.13 Q.8,TP.HCM
519,Thach Han Hue,"59 Thạch Hãn P.Thuận Hòa
TP.Huế",Thừa Thiên Huế
520,Chu Lai Airport,"Tang 2 Khu cach ly, cang hang
khong Chu Lai X.Tam Nghĩa
H.Núi Thành",Quảng Nam
521,"Hung Vuong Quang
Ngai","2 Hung Vuong P.Nguyễn Nghiêm
TP.Quảng Ngãi",Quảng Ngãi
522,"Hoa Binh Tan Phu
HCM","287 Hoa Binh P.Hiệp Tân Q.Tân
Phú",TP.HCM
523,"Nguyen Tat Thanh
BMT","59-61-63 Nguyen Tat Thanh P.Tân
An TP.Buôn Ma Thuột",Đắk Lắk
524,30 Thang 4 Vung Tau,23D4 30/4 P.9 TP.Vũng Tàu,"Bà Rịa - Vũng
Tàu"
525,"Le Thi Ha Hoc Mon
HCM","1/71 Ap Dinh X.Tân Xuân H.Hóc
Môn",TP.HCM
526,"Tran Hung Dao Phuc
Yen","190 Trần Hưng Đạo P.Trưng Trắc
TP.Phúc Yên",Vĩnh Phúc
527,"Phu Dong Hotel -
Thanh Hoa","68 Dương Đình Nghệ P.Đông Thọ
TP.Thanh Hóa",Thanh Hóa
528,29 Thang 3 Da Nang,"170 29 thang 3 P.Hòa Xuân Q.Cẩm
Lệ",Đà Nẵng
529,QL55 Xuyen Moc VT,"252 Quốc Lộ 55 TT.Phước Bửu
H.Xuyên Mộc","Bà Rịa - Vũng
Tàu"
530,Viettel CMT8 - HCM,"285 Cách Mạng Tháng Tám P.12
Q.10",TP.HCM
531,Nguyen Thi Luu BG,"351 Nguyễn Thị Lưu P.Ngô Quyền
TP.Bắc Giang",Bắc Giang
532,Tran Nguyen Han HP,"203 Trần Nguyên Hãn P.Trần
Nguyên Hãn Q.Lê Chân",Hải Phòng
533,Cao Lo Dong Anh HN,119 TT.Đông Anh H.Đông Anh,Hà Nội
534,Sari Town Sala HCM,"Số 2-4-6 đường số 5 P.An Lợi
Đông TP.Thủ Đức",TP.HCM
535,"No.1 Binh Chanh
HCM","73 đường số 1, ấp 2 X.Bình Hưng
H.Bình Chánh",TP.HCM
536,"Akari City Binh Tan
HCM","AK4-000.04 Tháp T4, T5 - Block
D, chung cư Hoàng Nam (Akari
City) P.An Lạc Q.Bình Tân",TP.HCM
537,Van Phuc City HCM,"54 đường số 2 P.Hiệp Bình Phước
TP.Thủ Đức",TP.HCM
538,"Hung Vuong Dong
Xoai","39 Hùng Vương, Tổ 4, khu phố
Thanh Bình P.Tân Bình TP.Đồng
Xoài",Bình Phước
539,"Vinwonders Nha
Trang","Lô FB-04 Vinwonders, Hòn Tre
P.Vĩnh Nguyên TP.Nha Trang",Khánh Hòa
540,"Tran Van Kheo Can
Tho","66-68 Trần Văn Khéo P.Cái Khế
Q.Ninh Kiều",Cần Thơ
541,"Dai Phuc Binh Chanh
HCM","125 Đường số 1 X.Bình Hưng
H.Bình Chánh",TP.HCM
542,"699 Nguyen Anh Thu
HCM","699 Nguyễn Ảnh Thủ P.Hiệp
Thành Q.12",TP.HCM
543,Tran Nguyen Dan HN,"91 Trần Nguyên Đán P.Định Công
Q.Hoàng Mai",Hà Nội
544,Pham Van Dong NT,"06KB tổ 14, Hải Phước P.Vĩnh
Thọ TP.Nha Trang",Khánh Hòa
545,"Le Van Tho Go Vap
HCM",432 Lê Văn Thọ P.16 Q.Gò Vấp,TP.HCM
546,Le Huan Hue,27 Lê Huân P.Thuận Hòa TP.Huế,Thừa Thiên Huế
547,ViVo City D7,"1058 Nguyễn Văn Linh P.Tân
Phong Q.7",TP.HCM
548,KDT Thanh Ha HN,"B2.1-HH03C Thanh Ha Urban
X.Cự Khê H.Thanh Oai",Hà Nội
549,"N06B1 Thanh Thai
HN","N06B1 Khu DTM Dich Vong
P.Dịch Vọng Q.Cầu Giấy",Hà Nội
550,CV Song Hau Can Tho,"9 Song Hau P.Cái Khế Q.Ninh
Kiều",Cần Thơ
551,Huynh Cuong Can Tho,"198-200 Huynh Cuong P.An Cư
Q.Ninh Kiều",Cần Thơ
552,To Ky 2 HCM,"167 To Ky P.Đông Hưng Thuận
Q.12",TP.HCM
553,"779 Nguyen Ai Quoc
DN","1 Quốc Lộ 1, KP 10 P.Tân Hiệp
TP.Biên Hòa",Đồng Nai
554,Hung Vuong Tan An,"123 Hung Vuong ( noi dai ) P.6
TP.Tân An",Long An
555,Nguyen An Ninh VT,"601 Nguyễn An Ninh P.Nguyễn
An Ninh TP.Vũng Tàu","Bà Rịa - Vũng
Tàu"
556,Crescent Mall HCM,"GF-58B TTTM Crescent Mall, so
101, Ton Dat Tien P.Tân Phú Q.7",TP.HCM
557,Tran Phu BMT Daklak,"107-109 Tran Phu P.Thành Công
TP.Buôn Ma Thuột",Đắk Lắk
558,D9 Tan Phu HCM,71 D9 P.Tây Thạnh Q.Tân Phú,TP.HCM
559,"Nguy Nhu Kon Tum
HN","102 Ngụy Như Kon Tum P.Nhân
Chính Q.Thanh Xuân",Hà Nội
560,"Quang Trung Uong Bi
QN","430 Quang Trung P.Quang Trung
TP.Uông Bí",Quảng Ninh
561,"BH68 VH Ocean Park
HN","HD03-SP.BH-68 & HD03-SP.BH-
01 Block CCKO-03 (HD03-SP)
TT.Trâu Qùy H.Gia Lâm",Hà Nội
562,"02 Nguyen Khanh
Toan HN","02 Nguyễn Khánh Toàn P.Quan
Hoa Q.Cầu Giấy",Hà Nội
563,Nguyen Chanh HN,"Nam Trung Yen Urben, 148
Nguyễn Chánh P.Yên Hòa Q.Cầu
Giấy",Hà Nội
564,Khuat Duy Tien HN,"15 Khuất Duy Tiến P.Thanh Xuân
Bắc Q.Thanh Xuân",Hà Nội
565,"Nguyen Trung Truc
Rach Gia","334 Nguyen Trung Truc P.Vĩnh
Lạc TP.Rạch Giá",Kiên Giang
566,53 Phan Huy Ich HCM,53 Phan Huy Ích P.15 Q.Tân Bình,TP.HCM
567,Dong Khoi Ben Tre,"265A Dai lo Dong Khoi, Khu pho
3 P.Phú Tân TP.Bến Tre",Bến Tre
568,Go Mall Tan Hiep DN,"1135 Nguyễn Ái Quốc P.Tân Hiệp
TP.Biên Hòa",Đồng Nai
569,"Nguyen Duc Canh
HCM","006 Nguyễn Đức Cảnh P.Tân
Phong Q.7",TP.HCM
570,Go Mall Hai Phong,"Go! Hai Phong Le Hong Phong
P.Đằng Giang Q.Ngô Quyền",Hải Phòng
571,01 Le Duan HN,1 Lê Duẩn P.Điện Biên Q.Ba Đình,Hà Nội
572,Dai Hoc Phenikaa HN,"Canteen Ba Sao, Truong Dai hoc
Phenikaa phố Nguyễn Văn Trác
P.Yên Nghĩa Q.Hà Đông",Hà Nội
573,Ha Huy Tap HN,"455 Hà Huy Tập TT.Yên Viên
H.Gia Lâm",Hà Nội
574,Dolphin Plaza 2 HN,"28 phố Trần Bình P.Mỹ Đình 2
Q.Nam Từ Liêm",Hà Nội
575,30 Thang 4 Tay Ninh,450 30 Thang 4 P.3 TP.Tây Ninh,Tây Ninh
576,Ha Do Centrosa HCM,200 3 Thang 2 P.12 Q.10,TP.HCM
577,"Nguyen Van Troi
HCM","88 Nguyễn Văn Trôĩ P.8 Q.Phú
Nhuận",TP.HCM
578,"416 Pham Van Dong
HCM","346/57 Phan Văn Trị P.11 Q.Bình
Thạnh",TP.HCM
579,Hoa Binh Bac Lieu,01A Hòa Bình P.1 TP.Bạc Liêu,Bạc Liêu
580,Cay Tram HCM,172 Đường số 10 P.8 Q.Gò Vấp,TP.HCM
581,Citadel Inside Hue,"46 Đinh Công Tráng P.Phú Hậu
TP.Huế",Thừa Thiên Huế
582,HC MAXIMARK,3C Ba Tháng Hai P.11 Q.10,TP.HCM
583,Vincom Le Van Viet,"50 Lê Văn Việt P.Hiệp Phú
TP.Thủ Đức",TP.HCM
584,TTC Duy Tan - HN,"Tầng 1, Tòa nhà TTC Duy Tân, 19
Duy Tân P.Dịch Vọng Hậu Q.Cầu
Giấy",Hà Nội
585,"Saigon Post Office
HCM",2 Công Xã Paris P.Bến Nghé Q.1,TP.HCM
586,Xuan La HN,101 Xuân La P.Xuân La Q.Tây Hồ,Hà Nội
587,Vo Thi Sau Ha Noi,"42 Võ Thị Sáu P.Thanh Nhàn
Q.Hai Bà Trưng",Hà Nội
588,"Vinh Airport-2.1 Nghe
An","Ma Vi Tri 2.10 Cảng Hàng Không
Vinh X.Nghi Liên TP.Vinh",Nghệ An
589,"Vinh Airport-2.4 Nghe
An","Ma Vi Tri 2.40 Cảng Hàng Không
Vinh X.Nghi Liên TP.Vinh",Nghệ An
590,Mipec Tay Son HN,"229 Tây Sơn P.Ngã Tư Sở Q.Đống
Đa",Hà Nội
591,"Phan Chu Trinh Hoi
An","78A Phan Châu Trinh P.Cẩm Phô
TP.Hội An",Quảng Nam
592,"551 30 Thang 4 Vung
Tau","553 30 Tháng 4 P.Rạch Dừa
TP.Vũng Tàu","Bà Rịa - Vũng
Tàu"
593,"30 Thang 4 Thu Dau
Mot","110A 30 Tháng 4 P.Phú Hòa
TP.Thủ Dầu Một",Bình Dương
594,"396 Nguyen Ai Quoc
DN","396 Nguyễn Ái Quốc P.Hố Nai
TP.Biên Hòa",Đồng Nai
595,"Chung Cu Vinh Hoi
HCM",98 Khánh Hội P.4 Q.4,TP.HCM
596,Truong Sa HCM,964 Trường Sa P.13 Q.3,TP.HCM
597,"312 Dien Bien Phu
HCM","312 Điện Biên Phủ P.17 Q.Bình
Thạnh",TP.HCM
598,Eco Green D7 HCM,"107 Nguyễn Văn Linh P.Tân
Thuận Tây Q.7",TP.HCM
599,"Vo Van Kiet Phan
Thiet","67-69 Võ Văn Kiệt P.Phú Thủy
TP.Phan Thiết",Bình Thuận
600,Hoang Van Thu Pleiku,"102 Hoàng Văn Thụ P.Diên Hồng
TP.Pleiku",Gia Lai
601,"Dien Bien Phu Tra
Vinh","414 Điện Biên Phủ P.6 TP.Trà
Vinh",Trà Vinh
602,Nowzone HCM,"235 Nguyễn Văn Cừ P.Nguyễn Cư
Trinh Q.1",TP.HCM
603,QL20 Duc Trong LD,"386-388 Quốc Lộ 20 TT.Liên
Nghĩa H.Đức Trọng",Lâm Đồng
604,"Ly Thuong Kiet Dong
Xoai","173 Lý Thường Kiệt P.Tân Phú
TP.Đồng Xoài",Bình Phước
605,VTV Hue,"2 Lý Thường Kiệt P.Vĩnh Ninh
TP.Huế",Thừa Thiên Huế
606,AQ Mac Dinh Chi,39 Mạc Đĩnh Chi P.Đa Kao Q.1,TP.HCM
607,Lotte Mart Go Vap,18 Phan Văn Trị P.10 Q.Gò Vấp,TP.HCM
608,Thanh Nien Hai Duong,"Lo 02 Khu Tây Thanh Niên
P.Quang Trung TP.Hải Dương",Hải Dương
609,Trich Sai HN,213 Trích Sài P.Bưởi Q.Tây Hồ,Hà Nội
610,"Vincom Le Van Viet
HCM","50 Lê Văn Việt P.Hiệp Phú
TP.Thủ Đức",TP.HCM
611,Tran Phu Vinh,"số 181 Khối Trung Mỹ P.Lê Mao
TP.Vinh",Nghệ An
612,QL3 Soc Son HN,"Quốc lộ 3 Phù Mã X.Phù Linh
H.Sóc Sơn",Hà Nội
613,"Chua Chuong Hung
Yen","Số 5 và số 7 Chùa Chuông P.Hiến
Nam TP.Hưng Yên",Hưng Yên
614,Imperia Minh Khai HN,"C3B và C3A, tòa C-Nhà A, số 423
Minh Khai P.Vĩnh Tuy Q.Hai Bà
Trưng",Hà Nội
615,Nam An Khanh HN,"A10-NV4, Khu đô thị Nam An
Khánh Lê Trọng Tấn X.An Khánh
H.Hoài Đức",Hà Nội
616,"Nguyen Tat Thanh
Pleiku","Số 03 Nguyễn Tất Thành P.Hoa
Lư TP.Pleiku",Gia Lai
617,"Hiep Binh Thu Duc
HCM","Số 42 Hiệp Bình P.Hiệp Bình
Phước TP.Thủ Đức",TP.HCM
618,Dang Thuc Vinh HCM,"Số 84/1 Đặng Thúc Vịnh X.Thới
Tam Thôn H.Hóc Môn",TP.HCM
619,"3 Thang 2 Rach Gia
KG","Lô 14 - 05 Ba Tháng Hai P.An
Hòa TP.Rạch Giá",Kiên Giang
620,Syrena HN,51 Xuân Diệu P.Tứ Liên Q.Tây Hồ,Hà Nội
621,Mipec Ha Dong HN,"M2-DVTM-01, Tòa CT2A (M2)
Chung cư Mipec City View P.
Kiến Hưng Q. Hà Đông",Hà Nội
622,"Satra Mart Ba Thang
Hai",460 3 Tháng 2 P.12 Q.10,TP.HCM
623,PICO Plaza - Tan Binh,20 Cộng Hòa P.12 Q.Tân Bình,TP.HCM
624,"Nguyen Ai Quoc -
Bien Hoa","8 Nguyễn Ái Quốc P.Quang Vinh
TP.Biên Hòa",Đồng Nai
625,UEF University HCM,"141 Điện Biên Phủ P.15 Q.Bình
Thạnh",TP.HCM
626,"Ly Thai To Long
Xuyen AG","483 Lý Thái Tổ P.Mỹ Phước
TP.Long Xuyên",An Giang
627,"Truong Quang Giao
QNG","71 Trương Quang Giao P.Nghĩa
Chánh TP.Quảng Ngãi",Quảng Ngãi
628,Phan Dang Luu HCM,"43 Phan Đăng Lưu P.3 Q.Bình
Thạnh",TP.HCM
629,"TSN Airport VJ G24
HCM","Vị trí DDG32-a và DDG32-b Khu
vực cách ly quốc nội đi gate 22-26,
Cảng hàng không quốc tế Tân Sơn
Nhất, đường Trường Sơn P.2
Q.Tân Bình",TP.HCM
630,Kenh Tan Hoa HCM,"82-84 Kênh Tân Hóa P.Phú Trung
Q.Tân Phú",TP.HCM
631,"22 Thang 12 Thuan An
BD","Ô1-2, Lô CT01A Khu định cư Việt
- Sing P.An Phú TP.Thuận An",Bình Dương
632,Ecopark 3 Hung Yen,"TT-PT3A.01 Sol Forest, Khu đô
thị Văn Giang X.Xuân Quang
H.Văn Giang",Hưng Yên
633,"BT6 Luu Khanh Dam
HN","A7-BT06 Khu đô thị mới Việt
Hưng P.Việt Hưng Q.Long Biên",Hà Nội
634,Vin University HN,"Trường Đại Học Vin University,
Khu đô thị Gia Lâm Thị trấn Châu
Quỳ X.Dương Xá H.Gia Lâm",Hà Nội
635,36 Duy Tan HN,"Số 36 Phố Duy Tân P.Dịch Vọng
Q.Cầu Giấy",Hà Nội
636,T11 Times City HN,"S0-02A, T11-Time City, số 458
Minh Khai P.Vĩnh Tuy Q.Hai Bà
Trưng",Hà Nội
637,DLSH VH Ocean Park,"Shophouse Đại Lộ Bốn Mùa The
Venice, Mega Grand World
P.Nghĩa Trụ H.Văn Giang",Hưng Yên
638,Water Front HP,"137_LK05 Khu đô thị ven sông
Lay Tray P.Vĩnh Niệm Q.Lê Chân",Hải Phòng
639,Phu Rieng Do DXoai,"1050 Phú Riềng Đỏ, Kp Phước
Thọ, Phường Tân Thiện, Thành
Phố Đồng Xoài, Tỉnh Bình Phước",Bình Phước
640,Dai Hoc Dai Nam HN,"Tầng 1, Tòa nhà chính hiệu bộ
Trường Đại học Đại Nam, Số 01
Phố Xổm, Phường Phú Lãm, Quận
Hà Đông, Tp. Hà Nội",Hà Nội
641,Thong Nhat Nha Trang,"Số 26 Đường Thống Nhất, Phường
Vạn Thạnh, Thành Phố Nha Trang,
Tỉnh Khánh Hòa",Khánh Hòa
642,Hoang Huy Hai Phong,"Hoang Huy Commerce, Kenh
Duong, Le Chan, Hai Phong",Hải Phòng
643,24 Ha Long Vung Tau,"Số 24B Đường Hạ Long, Phường
2, Tp. Vũng tàu, Tỉnh Bà Rịa Vũng
Tàu","Bà Rịa - Vũng
Tàu"
644,Kinh Duong Vuong D6,"Số 36 và 36B Đường Kinh Dương
Vương, Phường 13, Quận 6,
Tp.HCM",TP.HCM
645,97 Ung Van Khiem,"Số 97 Ung Văn Khiêm, Phường
25, Quận Bình Thạnh, Tp. HCM",TP.HCM
646,Thuong Dinh HN,"228-230 Thuong Dinh, Thanh
Xuan, Ha Noi",Hà Nội
647,3 Thang 2 Rach Gia,"L14 Lô 5, Đường Ba Thang Hai,
Phường AN Hòa, Tp. Rạch Giá,
Tỉnh Kiên Giang",Kiên Giang
648,"Ly Thai To
LongXuyen","Số 483-485 Đường Lý Thái Tổ,
Khóm Đông Thịnh 8, Phường Mỹ
Phước, Yhanh2 Phố Long Xuyên,
Tỉnh An Giang",An Giang
649,Ecopark 3,"Nhà ở số TT-PT3A.01 Khu nhà
phố Quảng Trường-Sol Forest,
Khu đô thị thương mại và Du lịch
Văn Giang, Xã Xuân Quan, Huyện
Văn Giang, Tỉnh Hưng Yên",Hưng Yên
650,71 Truong Quang Giao,"71 Truong Quang Giao, Phường
Nghĩa Chánh, Tp. Quảng Ngãi,
Tỉnh Quảng Ngãi",Quảng Ngãi
651,"DLSH VH Ocean Park
2","Shophouse Đại lộ bốn mùa, The
Venie, Khu đô thị Mega Grand
World, Xã Nghĩa Trụ, Huyện Văn
Giang, Tỉnh Hưng Yên",Hưng Yên
652,Water Front HaiPhong,"Căn nhà số 137_LK05 Thuộc khu
đô thị Ven sông Lạch Tray,
Phường Vĩnh Niệm, Quận Lê
Chân, Tp. Hải Phòng",Hải Phòng
653,Phu Rieng Do DXoai,"1050 Phú Riềng Đỏ, Kp Phước
Thọ, Phường Tân Thiện, Thành
Phố Đồng Xoài, Tỉnh Bình Phước",Bình Phước
654,Thong Nhat Nha Trang,"Số 26 Đường Thống Nhất, Phường
Vạn Thạnh, Thành Phố Nha Trang,
Tỉnh Khánh Hòa",Khánh Hòa
655,22 thang 12 Thuan An,"01-02 CT01A Vietsing Residence,
22 Thang 12 street, Thuan An City,
Binh Duong Province",Bình Dương
656,Hoang Huy Hai Phong,"Hoang Huy Commerce, Kenh
Duong, Le Chan, Hai Phong",Hải Phòng
657,24 Ha Long Vung Tau,"Soố 24B Đường Hạ Long, Phường
2, Tp. Vũng tàu, Tỉnh Bà Rịa Vũng
Tàu","Bà Rịa - Vũng
Tàu"
658,Kinh Duong Vuong D6,"Số 36 và 36B Đường Kinh Dương
Vương, Phường 13, Quận 6,
Tp.HCM",TP.HCM
659,"49B Thao Dien
ThuDuc","8/15 – 8/17 Đường 49B, Khu phố
4, Phường Thảo Điền, Tp. Thủ
Đức, Tp. HCM",TP.HCM
660,22 Quach Xuan Ky QB,"Số 22, Quách Xuân Kỳ, Phường
Đồng hải, Tp. Đồng Hới, Tỉnh
Quảng Bình",Quảng Bình
661,"Bamboo Airways
HCMC","130 - 132 Hong Ha, Ward 9, Phu
Nhuan District, HCMC",TP.HCM
662,2 Cao Thang D3,"2 Cao Thắng, Phường 05, Quận 3,
Thành Phố HCM",TP.HCM
663,"621A Dai Lo Binh
Duong","621a Dai Lo Binh Duong , Phu
Cuong Ward, Thu Dau Mot City,
Binh Duong Province",Bình Dương
